,long,lat,elev,rt_num,class,intensity,geometry,cluster_label
32562,83174.774,439697.149,6225,1,6,188,POINT (4.342633026402225 51.941085362606444),5
32563,83174.838,439697.443,6093,1,6,184,POINT (4.342633895567351 51.94108801305599),5
32564,83174.91,439697.777,5970,1,6,137,POINT (4.342634872698914 51.941091024019606),5
32565,83174.94,439697.682,5099,2,6,76,POINT (4.342635328783361 51.94109017412906),5
32566,83175.009,439698.013,5020,1,6,162,POINT (4.34263626291941 51.941093157744035),5
32567,83175.075,439698.327,4922,1,6,165,POINT (4.342637156986241 51.941095988192224),5
32568,83175.143,439698.648,4812,1,6,170,POINT (4.342638078671844 51.94109888180791),5
32569,83175.208,439698.964,4731,1,6,193,POINT (4.342638957779942 51.94110173010092),5
32570,83175.269,439699.262,4681,1,6,288,POINT (4.342639782486904 51.94110441611102),5
32573,83175.515,439699.579,1437,1,6,188,POINT (4.342643293291545 51.94110729677372),5
32574,83174.102,439691.84,6506,1,6,245,POINT (4.342624364628361 51.9410375637434),5
32575,83174.159,439692.159,6588,1,6,206,POINT (4.342625126780208 51.94104043796409),5
32576,83174.223,439692.522,6701,1,6,212,POINT (4.34262598152131 51.94104370851763),5
32577,83174.28,439692.842,6784,1,6,188,POINT (4.342626743464336 51.941046591725346),5
32578,83174.339,439693.18,6899,1,6,202,POINT (4.34262753072681 51.941049636957636),5
32579,83174.395,439693.498,6988,1,6,179,POINT (4.342628278547186 51.94105250206207),5
32580,83174.458,439693.857,7111,1,6,278,POINT (4.3426291195839415 51.94105573653835),5
32581,83174.528,439694.174,6948,1,6,230,POINT (4.342630071186112 51.94105859446442),5
32582,83174.594,439694.487,6858,1,6,207,POINT (4.342630965460901 51.94106141592566),5
32583,83174.661,439694.805,6735,1,6,227,POINT (4.342631873231584 51.94106428245117),5
32584,83174.729,439695.118,6620,1,6,188,POINT (4.3426327965884 51.94106710417079),5
32585,83174.789,439695.415,6541,1,6,167,POINT (4.342633606962491 51.9410697810647),5
32586,83174.855,439695.726,6437,1,6,184,POINT (4.342634501655767 51.941072584551904),5
32587,83174.922,439696.049,6356,1,6,159,POINT (4.342635408381782 51.94107549601241),5
32588,83174.992,439696.384,6258,1,6,186,POINT (4.342636356222352 51.94107851570466),5
32589,83175.055,439696.683,6164,1,6,224,POINT (4.342637209801526 51.94108121096012),5
32590,83175.131,439697.004,5925,1,6,237,POINT (4.342638247814085 51.94108410560929),5
32591,83175.221,439697.217,5061,1,6,250,POINT (4.342639511973881 51.941086031469716),5
32592,83175.288,439697.53,4946,1,6,222,POINT (4.342640420790708 51.94108885306005),5
32593,83175.35,439697.83,4868,1,6,191,POINT (4.342641259620388 51.941091557173316),5
32594,83175.422,439698.166,4746,1,6,139,POINT (4.3426422363344805 51.94109458611087),5
32595,83175.49,439698.489,4650,1,6,191,POINT (4.342643157602339 51.941097497700525),5
32596,83175.556,439698.802,4558,1,6,211,POINT (4.342644051878711 51.941100319161706),5
32597,83174.453,439691.739,6685,1,6,121,POINT (4.342629489592496 51.94103670140006),5
32598,83174.515,439692.081,6761,1,6,240,POINT (4.342630319641566 51.94103978296796),5
32599,83174.579,439692.447,6874,1,6,237,POINT (4.342631173755963 51.9410430804825),5
32600,83174.635,439692.766,6968,1,6,222,POINT (4.3426319213674445 51.94104595457393),5
32601,83174.698,439693.133,7117,1,6,480,POINT (4.342632760732157 51.94104926094631),5
32602,83174.763,439693.423,6954,1,6,293,POINT (4.342633645273574 51.94105187557707),5
32603,83174.828,439693.732,6857,1,6,248,POINT (4.342634525843653 51.94105466096109),5
32604,83174.89,439694.028,6762,1,6,209,POINT (4.342635365508448 51.94105732912633),5
32605,83174.962,439694.363,6650,1,6,202,POINT (4.342636342430434 51.941060349076956),5
32606,83175.028,439694.684,6566,1,6,181,POINT (4.342637235033472 51.941063242434254),5
32607,83175.095,439694.998,6457,1,6,431,POINT (4.34263814364068 51.94106607301168),5
32608,83175.161,439695.323,6385,1,6,214,POINT (4.342639035407858 51.94106900231699),5
32609,83175.227,439695.633,6274,1,6,208,POINT (4.3426399303104795 51.941071796817134),5
32610,83175.289,439695.932,6192,1,6,205,POINT (4.3426407693488445 51.9410744919434),5
32611,83175.359,439696.229,5964,1,6,229,POINT (4.342641725132579 51.941077170129105),5
32612,83175.423,439696.567,6001,1,6,25,POINT (4.342642585101114 51.94108021600722),5
32613,83175.455,439696.464,5085,2,6,243,POINT (4.342643071939285 51.94107929447889),5
32614,83175.526,439696.8,4969,1,6,195,POINT (4.342644034112331 51.94108232328727),5
32615,83174.838,439692.015,6921,1,6,326,POINT (4.342635030145084 51.94103923155259),5
32616,83174.895,439692.358,7082,1,6,274,POINT (4.342635787281094 51.94104232146149),5
32617,83174.961,439692.684,7012,1,6,294,POINT (4.342636678838633 51.941045259753885),5
32618,83175.032,439693.012,6888,1,6,278,POINT (4.342637642682713 51.94104821666619),5
32619,83175.095,439693.312,6787,1,6,288,POINT (4.3426384960523805 51.94105092090868),5
32620,83175.166,439693.647,6686,1,6,193,POINT (4.342639458433546 51.94105394073005),5
32621,83175.229,439693.946,6585,1,6,179,POINT (4.342640312012451 51.94105663598554),5
32622,83175.295,439694.259,6488,1,6,295,POINT (4.3426412062878486 51.94105945744671),5
32624,83175.355,439694.558,6436,2,6,184,POINT (4.342642016244264 51.94106215231459),5
32626,83175.494,439695.214,6238,1,6,266,POINT (4.342643900311263 51.941068065751594),5
32627,83175.561,439695.519,6075,1,6,239,POINT (4.342644810800178 51.94107081544584),5
32628,83175.076,439691.985,7086,1,6,309,POINT (4.342638497147925 51.941038992688625),5
32629,83175.14,439692.296,6989,1,6,315,POINT (4.342639362759122 51.94104179591741),5
32630,83175.203,439692.59,6889,1,6,296,POINT (4.342640217382905 51.94104444623781),5
32631,83175.27,439692.899,6769,1,6,290,POINT (4.34264112703504 51.941047231880106),5
32632,83175.337,439693.22,6675,1,6,289,POINT (4.342642034179026 51.94105012536658),5
32633,83175.408,439693.556,6571,1,6,179,POINT (4.342642996351391 51.941053154175),5
32634,83175.472,439693.858,6468,1,6,197,POINT (4.342643863844327 51.941055876520636),5
32636,83175.542,439694.194,6384,2,6,127,POINT (4.34264481147604 51.941058905199824),5
32638,83175.389,439692.193,6873,1,6,274,POINT (4.342643004970511 51.94104090242243),5
32639,83175.457,439692.514,6763,1,6,284,POINT (4.342643926655387 51.941043796038095),5
32640,83175.523,439692.821,6642,1,6,68,POINT (4.342644822184887 51.94104656357717),5
66724,83176.677,439675.944,356,2,6,217,POINT (4.342665129953313 51.94089503884437),6
66725,83176.736,439676.273,419,1,6,219,POINT (4.34266591909695 51.940898003193354),6
66778,83176.911,439675.458,164,1,6,184,POINT (4.342668634092459 51.94089070138492),6
66780,83176.971,439675.82,352,1,6,258,POINT (4.342669430879597 51.9408939624345),6
66781,83177.033,439676.169,435,1,6,257,POINT (4.342670259465735 51.94089710691122),6
66846,83177.254,439675.372,238,1,6,248,POINT (4.342673639577018 51.94088997281137),6
66847,83177.314,439675.722,369,1,6,245,POINT (4.3426744388726775 51.94089312601674),6
66848,83177.373,439676.049,435,1,6,240,POINT (4.342675228434923 51.94089607239164),6
66918,83177.57,439675.276,244,1,6,272,POINT (4.342678254548786 51.94088915087955),6
66919,83177.631,439675.628,381,1,6,272,POINT (4.342679067967573 51.940892322188084),6
66920,83177.693,439675.981,463,1,6,250,POINT (4.342679895718305 51.94089550261281),6
67001,83177.841,439675.176,295,1,6,258,POINT (4.3426822160185115 51.94088828718633),6
67002,83177.908,439675.548,383,1,6,226,POINT (4.342683112502377 51.94089163901018),6
67003,83177.972,439675.9,451,1,6,288,POINT (4.342683969544085 51.94089481070622),6
67004,83178.034,439676.234,478,1,6,278,POINT (4.34268480126644 51.940897820377664),6
67007,83175.707,439663.187,1192,2,6,69,POINT (4.342653691779101 51.94078026621441),2
67008,83175.764,439663.545,1397,1,6,84,POINT (4.342654445776894 51.94078349092848),-1
67088,83178.061,439675.126,290,1,6,232,POINT (4.342685425454522 51.94088786625542),6
67089,83178.12,439675.451,373,1,6,272,POINT (4.34268621543542 51.94089079465624),6
67090,83178.182,439675.794,446,1,6,244,POINT (4.34268704527675 51.94089388521076),6
67091,83178.246,439676.147,517,1,6,224,POINT (4.342687902109766 51.940897065893814),6
67167,83178.313,439675.066,336,1,6,237,POINT (4.342689102287543 51.94088735958809),6
67168,83178.377,439675.42,411,1,6,243,POINT (4.342689958911575 51.940890549258135),6
67169,83178.439,439675.76,484,1,6,243,POINT (4.342690789380188 51.9408936128516),6
67170,83178.499,439676.082,512,1,6,254,POINT (4.342691594529415 51.94089651442052),6
67173,83176.224,439663.06,1212,1,6,83,POINT (4.342661235921738 51.940779191651814),2
67175,83176.289,439663.403,1228,2,6,253,POINT (4.342662109381763 51.940782282594114),2
67176,83176.358,439663.769,1249,1,6,231,POINT (4.342663036197783 51.94078558075447),2
67255,83178.581,439675.015,300,1,6,257,POINT (4.342693009892869 51.940886935870616),6
67256,83178.643,439675.374,417,1,6,242,POINT (4.342693836390432 51.94089017021732),6
67257,83178.705,439675.72,496,1,6,219,POINT (4.342694665605243 51.94089328773286),6
67258,83178.77,439676.07,533,1,6,236,POINT (4.342695537606663 51.940896441583995),6
67259,83176.478,439663.023,1218,1,6,266,POINT (4.342664937020385 51.94077889194488),2
67260,83176.538,439663.341,1223,1,6,245,POINT (4.342665743001997 51.9407817575659),2
67336,83178.828,439674.963,358,2,6,186,POINT (4.342696612349444 51.94088650045323),6
67337,83178.888,439675.286,403,1,6,282,POINT (4.342697417289914 51.940889411009096),6
67338,83178.955,439675.654,475,1,6,227,POINT (4.342698314610976 51.940892726884826),6
67339,83179.019,439675.999,508,1,6,263,POINT (4.342699173116842 51.94089583567164),6
67340,83176.694,439662.946,1227,1,6,248,POINT (4.3426680939288955 51.9407782278483),2
67341,83176.76,439663.291,1222,1,6,258,POINT (4.342668981512154 51.94078133689379),2
67343,83176.826,439663.632,1231,2,6,296,POINT (4.34266986993159 51.940784409991196),2
67344,83176.886,439663.956,1273,1,6,223,POINT (4.342670674659528 51.94078732953433),2
67419,83178.986,439674.53,186,1,6,230,POINT (4.342699000303493 51.94088262948696),6
67422,83179.05,439674.916,365,2,6,257,POINT (4.3426998502398515 51.940886106741345),6
67423,83179.107,439675.241,447,1,6,232,POINT (4.3427006111399775 51.94088903488368),6
67424,83179.171,439675.58,490,1,6,293,POINT (4.3427014708999865 51.94089208974844),6
67425,83179.231,439675.902,517,1,6,275,POINT (4.342702276049877 51.94089499131728),6
67426,83179.301,439676.266,534,1,6,242,POINT (4.342703217829979 51.940898271632406),6
67427,83176.972,439662.849,1224,1,6,251,POINT (4.34267215654762 51.940777392020756),2
67428,83177.039,439663.196,1218,1,6,240,POINT (4.342673058253924 51.9407805191694),2
67429,83177.103,439663.53,1226,1,6,242,POINT (4.3426739190551 51.9407835290993),2
67508,83179.263,439674.435,224,1,6,243,POINT (4.34270304797225 51.940881811503196),6
67509,83179.328,439674.811,358,1,6,245,POINT (4.34270391453983 51.9408851990166),6
67510,83179.387,439675.139,416,1,6,239,POINT (4.342704703894868 51.9408881543783),6
67511,83179.454,439675.511,504,1,6,266,POINT (4.3427056003804125 51.94089150620197),6
67512,83179.515,439675.827,509,1,6,259,POINT (4.3427064213254525 51.94089435397787),6
67513,83179.579,439676.171,560,1,6,230,POINT (4.342707280040917 51.94089745377766),6
67514,83177.365,439663.083,1224,1,6,269,POINT (4.342677822175733 51.940779545750125),2
67515,83177.434,439663.442,1220,1,6,198,POINT (4.342678750455938 51.940782781001275),2
67516,83177.501,439663.792,1231,1,6,219,POINT (4.342679651535771 51.94078593511091),2
67518,83177.573,439664.061,904,2,6,13,POINT (4.342680642249772 51.94078836191841),2
67585,83179.595,439674.358,278,1,6,219,POINT (4.342707891624957 51.94088116239027),6
67586,83179.656,439674.711,392,1,6,266,POINT (4.342708704836691 51.94088434268564),6
67587,83179.72,439675.061,449,1,6,245,POINT (4.3427095622980865 51.94088749640746),6
67588,83179.789,439675.423,484,1,6,253,POINT (4.342710489955737 51.940890758619375),6
67589,83179.849,439675.751,537,1,6,248,POINT (4.342711293852148 51.940893714110224),6
67590,83179.917,439676.105,530,1,6,229,POINT (4.342712208641255 51.94089690429682),6
67591,83177.72,439663.006,1222,1,6,253,POINT (4.342683000256325 51.94077889960939),2
67592,83177.784,439663.343,1226,1,6,263,POINT (4.342683860431105 51.9407819365003),2
67593,83177.846,439663.661,1229,1,6,293,POINT (4.342684695495596 51.94078480237958),2
67595,83177.915,439664.022,1234,2,6,265,POINT (4.342685623358381 51.94078805560468),2
67596,83177.982,439664.37,1245,1,6,245,POINT (4.342686524856822 51.940791191740225),2
67657,83179.949,439674.301,356,1,6,254,POINT (4.342713050995886 51.940880695859306),6
67659,83180.011,439674.638,402,2,6,201,POINT (4.3427138820929185 51.94088373249163),6
67660,83180.072,439674.958,427,1,6,321,POINT (4.342714702202321 51.94088661621554),6
67661,83180.136,439675.291,436,1,6,245,POINT (4.34271556321728 51.9408896171581),6
67662,83180.198,439675.648,541,1,6,221,POINT (4.342716390134528 51.94089283353066),6
67663,83180.269,439676.003,520,1,6,214,POINT (4.342717348337511 51.940896033091754),6
67665,83178.029,439662.919,1233,1,6,257,POINT (4.342687511549748 51.940778157655984),2
67666,83178.099,439663.276,1222,1,6,232,POINT (4.342688454789453 51.94078137506222),2
67667,83178.16,439663.597,1234,1,6,289,POINT (4.342689274686388 51.94078426777331),2
67668,83178.224,439663.926,1222,1,6,30,POINT (4.342690136533775 51.940787232768095),2
67670,83178.284,439664.245,1244,2,6,100,POINT (4.342690942308133 51.94079010737596),2
67724,83180.257,439674.212,399,1,6,248,POINT (4.342717548176233 51.94087993580162),6
67725,83180.319,439674.549,451,1,6,222,POINT (4.342718379273553 51.94088297243391),6
67726,83180.385,439674.888,433,1,6,295,POINT (4.342719268116345 51.94088602755691),6
67727,83180.447,439675.233,516,1,6,237,POINT (4.342720097541853 51.94088913608524),6
67728,83180.508,439675.559,550,1,6,242,POINT (4.342720916397721 51.94089207373118),6
67729,83180.574,439675.884,503,1,6,248,POINT (4.342721808166926 51.940895003036005),6
67730,83180.644,439676.196,321,1,6,259,POINT (4.342722760816688 51.940897816026286),6
67732,83178.413,439663.176,1228,1,6,257,POINT (4.342693041504204 51.94078051692336),2
67733,83178.474,439663.482,1185,1,6,40,POINT (4.342693864536563 51.94078327482923),2
67784,83180.512,439673.716,79,1,6,10,POINT (4.342721359756799 51.940875511183194),6
67786,83180.565,439674.078,380,1,6,296,POINT (4.342722054761628 51.940878771328194),6
67787,83180.632,439674.449,458,1,6,230,POINT (4.342722951457289 51.94088211416473),6
67788,83180.698,439674.798,487,1,6,256,POINT (4.3427238382103335 51.94088525915784),6
67789,83180.761,439675.137,542,1,6,265,POINT (4.34272468343101 51.94088831389324),6
67790,83180.828,439675.482,531,1,6,232,POINT (4.342725585561155 51.940891423067406),6
67791,83180.892,439675.803,475,1,6,245,POINT (4.342726449084977 51.94089431616576),6
67792,83180.958,439676.088,289,1,6,235,POINT (4.342727349214729 51.94089688599002),6
67796,83178.683,439663.091,1196,2,6,91,POINT (4.342696985288107 51.94077978790561),2
67844,83180.791,439673.704,143,1,6,147,POINT (4.342725419158871 51.94087543937907),6
67846,83180.845,439674.063,401,1,6,254,POINT (4.342726129331846 51.940878672692165),6
67847,83180.907,439674.403,468,1,6,266,POINT (4.342726959802714 51.94088173628541),6
67848,83180.968,439674.725,504,1,6,236,POINT (4.342727779494915 51.94088463798326),6
67849,83181.035,439675.091,557,1,6,215,POINT (4.342728677236133 51.94088793588468),6
67850,83181.102,439675.43,536,1,6,222,POINT (4.342729580620565 51.940890991136776),6
67851,83181.169,439675.75,451,1,6,248,POINT (4.342730487976173 51.940893875635616),6
67907,83181.022,439673.684,211,1,6,243,POINT (4.342728782272697 51.940875289478306),6
67909,83181.078,439674.032,408,1,6,227,POINT (4.342729523826623 51.9408784241926),6
67910,83181.144,439674.404,507,1,6,269,POINT (4.342730405772992 51.9408817758869),6
67911,83181.205,439674.724,525,1,6,280,POINT (4.342731225883419 51.9408846596107),6
67912,83181.269,439675.059,540,1,6,263,POINT (4.342732086481444 51.9408876785272),6
67913,83181.331,439675.371,488,1,6,218,POINT (4.342732922804949 51.94089049048408),6
67914,83181.403,439675.713,403,1,6,251,POINT (4.342733898266937 51.940893573343004),6
67967,83181.269,439673.986,418,1,6,248,POINT (4.342732310741133 51.940878035462376),6
67968,83181.336,439674.35,472,1,6,227,POINT (4.342733208900562 51.94088131538975),6
67969,83181.396,439674.676,520,1,6,248,POINT (4.342734013216307 51.940884252906436),6
67970,83181.465,439675.036,526,1,6,232,POINT (4.342734941293674 51.94088749714411),6
67971,83181.527,439675.353,506,1,6,233,POINT (4.342735776572347 51.94089035403602),6
67972,83181.595,439675.661,364,1,6,243,POINT (4.342736700977205 51.94089313081978),6
68025,83181.462,439673.596,299,1,6,224,POINT (4.342735198633921 51.940874555458024),6
68026,83181.519,439673.926,410,1,6,234,POINT (4.342735958491154 51.94087752853522),6
68027,83181.581,439674.271,481,1,6,207,POINT (4.342736787917665 51.940880637063465),6
68028,83181.646,439674.623,536,1,6,252,POINT (4.342737659503803 51.94088380888831),6
68029,83181.715,439674.979,533,1,6,237,POINT (4.342738588417431 51.94088701717789),6
68030,83181.779,439675.292,482,1,6,221,POINT (4.342739453614017 51.94088983838006),6
68079,83181.737,439673.55,340,1,6,219,POINT (4.34273920697857 51.94087417757832),6
68080,83181.803,439673.922,443,1,6,240,POINT (4.342740088925582 51.940877529272555),6
68081,83181.864,439674.237,449,1,6,240,POINT (4.3427409100815595 51.94088036806124),6
68082,83181.927,439674.577,496,1,6,247,POINT (4.342741755094309 51.940883431783554),6
68083,83181.988,439674.898,518,1,6,221,POINT (4.342742574996497 51.94088632449427),6
68084,83182.058,439675.247,467,1,6,251,POINT (4.3427435199143725 51.940889470003874),6
68132,83182.015,439673.491,366,1,6,258,POINT (4.342743261662671 51.94087368325476),6
68133,83182.082,439673.865,465,1,6,236,POINT (4.342744157732814 51.94087705305222),6
68134,83182.142,439674.19,506,1,6,229,POINT (4.342744962258204 51.94087998158181),6
68135,83182.21,439674.554,547,1,6,200,POINT (4.3427458749594345 51.94088326163828),6
